Date,Hacks,Pessimistic/Doubtful,Banks,Selling,Market_manipulation,(De-)centralisation,Angry,ETF,Leverage,Bottom,Institutional_money,FOMO,Prediction,Adoption,Fearful/Concerned,Portfolio,FUD_theme,Whitepaper,Announcements,Technical_analysis,Flippening,Community,Investing/Trading,Euphoric/Excited,Hodling,ICO,Bearish,Going_short,Uncertain,Volume,Risk,Governance,Ban,Cheap,Short_term_trading,Fork,Progress,Shilling,Bullish,Happy,Bubble,Bots,Hopeful,Bug,Open_source,Token_economics,Security,Marketing,Bad_news,Due_diligence,Team,Partnerships,Pump_and_dump,Sad,Panicking,Listing,Regulation/Politics,Dip,Launch,FOMO_theme,Advice/Support,Rebranding,Wallet,Good_news,Problems_and_issues,Mining,Waiting,Learning,Scaling,Fees,Roadmap,Recovery,Technology,Mistrustful,Marketcap,Positive,Tax,Long_term_investing,Strategy,Competition,Whales,Correction,Stablecoin,Buying,Warning,Annoyed/Frustrated,Price,Use_case/Applications,Rumor,Scam/Fraud,Airdrop,Optimistic,Negative,scores
2018-12-27,1.0,3.0,0.0,17.0,2.0,14.0,2.0,0.0,2.0,10.0,0.0,4.0,56.0,55.0,1.0,3.0,2.0,0.0,2.0,43.0,1.0,4.0,90.0,12.0,2.0,20.0,20.0,13.0,18.0,17.0,8.0,0.0,0.0,1.0,12.0,2.0,18.0,0.0,35.0,5.0,0.0,2.0,7.0,2.0,1.0,2.0,7.0,0.0,24.0,27.0,19.0,2.0,0.0,1.0,2.0,7.0,4.0,3.0,6.0,0.0,54.0,0.0,10.0,109.0,5.0,40.0,9.0,8.0,5.0,2.0,1.0,1.0,131.0,1.0,3.0,63.0,0.0,63.0,0.0,51.0,1.0,0.0,0.0,16.0,2.0,0.0,172.0,34.0,1.0,7.0,2.0,17.0,94.0,0.26335
2018-12-28,2.0,3.0,2.0,11.0,2.0,20.0,3.0,1.0,2.0,4.0,0.0,2.0,53.0,31.0,5.0,6.0,0.0,0.0,3.0,50.0,0.0,20.0,102.0,10.0,0.0,28.0,19.0,6.0,27.0,15.0,2.0,1.0,2.0,2.0,22.0,8.0,18.0,1.0,34.0,7.0,1.0,0.0,9.0,0.0,3.0,3.0,7.0,3.0,15.0,32.0,24.0,2.0,2.0,0.0,1.0,12.0,10.0,1.0,2.0,0.0,50.0,0.0,7.0,75.0,13.0,40.0,6.0,10.0,8.0,6.0,0.0,2.0,144.0,2.0,2.0,91.0,1.0,69.0,0.0,31.0,1.0,1.0,1.0,19.0,2.0,1.0,204.0,28.0,1.0,7.0,3.0,26.0,117.0,-0.5423
2018-12-29,3.0,10.0,1.0,15.0,2.0,29.0,3.0,2.0,2.0,7.0,0.0,6.0,64.0,48.0,8.0,7.0,5.0,0.0,1.0,49.0,1.0,25.0,106.0,23.0,0.0,16.0,14.0,6.0,36.0,16.0,5.0,0.0,2.0,1.0,19.0,13.0,14.0,1.0,43.0,7.0,0.0,2.0,8.0,3.0,2.0,7.0,6.0,9.0,19.0,31.0,29.0,1.0,1.0,2.0,1.0,12.0,8.0,0.0,2.0,3.0,77.0,0.0,13.0,87.0,18.0,26.0,12.0,14.0,6.0,1.0,1.0,2.0,142.0,1.0,11.0,121.0,0.0,60.0,0.0,71.0,1.0,1.0,2.0,23.0,4.0,1.0,215.0,33.0,0.0,14.0,3.0,27.0,149.0,0.004833333333333319
2018-12-30,0.0,6.0,4.0,12.0,0.0,15.0,2.0,0.0,1.0,1.0,0.0,1.0,58.0,52.0,2.0,3.0,0.0,1.0,1.0,46.0,0.0,10.0,88.0,14.0,0.0,13.0,15.0,4.0,21.0,10.0,5.0,1.0,4.0,2.0,19.0,15.0,21.0,1.0,38.0,3.0,0.0,3.0,9.0,1.0,1.0,0.0,7.0,0.0,19.0,19.0,16.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,2.0,0.0,82.0,1.0,7.0,81.0,13.0,34.0,7.0,7.0,7.0,6.0,4.0,0.0,109.0,0.0,12.0,80.0,0.0,68.0,1.0,53.0,2.0,3.0,7.0,9.0,0.0,1.0,172.0,26.0,1.0,6.0,2.0,24.0,99.0,0.100475
2018-12-31,0.0,4.0,0.0,24.0,1.0,31.0,1.0,1.0,0.0,1.0,0.0,2.0,44.0,43.0,3.0,11.0,3.0,0.0,2.0,28.0,1.0,7.0,91.0,22.0,2.0,17.0,11.0,4.0,21.0,14.0,5.0,0.0,0.0,3.0,15.0,6.0,11.0,0.0,28.0,17.0,0.0,3.0,20.0,0.0,1.0,1.0,4.0,4.0,16.0,30.0,20.0,3.0,0.0,0.0,0.0,14.0,7.0,2.0,4.0,1.0,79.0,0.0,7.0,71.0,10.0,38.0,7.0,8.0,3.0,2.0,4.0,0.0,142.0,0.0,2.0,91.0,1.0,57.0,0.0,37.0,0.0,0.0,1.0,18.0,1.0,0.0,183.0,32.0,0.0,8.0,1.0,25.0,106.0,0.0
2019-01-01,0.0,4.0,2.0,14.0,0.0,27.0,5.0,1.0,0.0,1.0,2.0,0.0,40.0,32.0,1.0,5.0,0.0,0.0,1.0,32.0,1.0,14.0,70.0,17.0,0.0,6.0,7.0,1.0,16.0,20.0,0.0,0.0,2.0,3.0,11.0,8.0,11.0,0.0,30.0,16.0,0.0,4.0,7.0,2.0,0.0,0.0,1.0,3.0,18.0,15.0,15.0,1.0,0.0,2.0,0.0,17.0,7.0,0.0,1.0,0.0,25.0,0.0,5.0,52.0,3.0,25.0,1.0,3.0,3.0,1.0,1.0,0.0,79.0,0.0,1.0,70.0,1.0,51.0,0.0,39.0,1.0,0.0,1.0,9.0,1.0,1.0,162.0,17.0,0.0,11.0,1.0,18.0,68.0,0.125
2019-01-02,1.0,4.0,3.0,9.0,1.0,14.0,0.0,0.0,3.0,11.0,4.0,8.0,115.0,64.0,3.0,6.0,0.0,2.0,1.0,94.0,1.0,6.0,185.0,22.0,2.0,12.0,20.0,10.0,46.0,38.0,7.0,0.0,3.0,1.0,26.0,26.0,21.0,1.0,96.0,8.0,2.0,0.0,10.0,1.0,0.0,3.0,8.0,3.0,32.0,35.0,15.0,1.0,1.0,0.0,0.0,14.0,16.0,1.0,3.0,7.0,60.0,0.0,10.0,150.0,16.0,33.0,9.0,8.0,4.0,4.0,0.0,0.0,148.0,0.0,24.0,151.0,1.0,74.0,1.0,76.0,1.0,3.0,0.0,28.0,2.0,0.0,330.0,38.0,0.0,9.0,1.0,21.0,106.0,-0.0258
2019-01-03,2.0,1.0,2.0,16.0,2.0,36.0,8.0,1.0,3.0,6.0,2.0,7.0,93.0,49.0,6.0,4.0,1.0,1.0,3.0,64.0,2.0,25.0,147.0,19.0,0.0,10.0,23.0,14.0,34.0,13.0,3.0,0.0,3.0,1.0,11.0,46.0,16.0,0.0,58.0,9.0,3.0,4.0,7.0,0.0,2.0,5.0,5.0,2.0,22.0,36.0,18.0,1.0,3.0,0.0,0.0,10.0,13.0,7.0,23.0,0.0,67.0,1.0,17.0,116.0,19.0,33.0,5.0,12.0,5.0,7.0,1.0,0.0,144.0,2.0,7.0,131.0,1.0,77.0,0.0,54.0,4.0,7.0,3.0,33.0,3.0,0.0,245.0,40.0,1.0,21.0,3.0,24.0,132.0,-0.12944999999999998
2019-01-04,2.0,5.0,2.0,22.0,3.0,29.0,3.0,0.0,3.0,5.0,0.0,5.0,106.0,61.0,12.0,10.0,0.0,0.0,11.0,77.0,1.0,22.0,147.0,22.0,4.0,13.0,25.0,20.0,34.0,24.0,2.0,0.0,2.0,5.0,22.0,67.0,25.0,0.0,58.0,8.0,2.0,3.0,7.0,0.0,0.0,2.0,6.0,1.0,37.0,42.0,37.0,3.0,0.0,3.0,1.0,12.0,15.0,1.0,8.0,0.0,93.0,0.0,16.0,152.0,23.0,68.0,16.0,14.0,1.0,3.0,1.0,1.0,198.0,0.0,9.0,141.0,1.0,77.0,2.0,67.0,3.0,0.0,1.0,22.0,8.0,1.0,267.0,59.0,0.0,24.0,2.0,39.0,152.0,0.24805
2019-01-05,1.0,3.0,7.0,27.0,1.0,23.0,2.0,0.0,4.0,5.0,2.0,4.0,84.0,58.0,1.0,5.0,0.0,0.0,4.0,81.0,1.0,12.0,159.0,19.0,3.0,15.0,15.0,18.0,34.0,18.0,6.0,0.0,7.0,1.0,24.0,35.0,14.0,3.0,60.0,5.0,2.0,2.0,11.0,1.0,0.0,2.0,10.0,2.0,28.0,43.0,19.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,6.0,0.0,67.0,0.0,22.0,114.0,7.0,49.0,12.0,17.0,6.0,4.0,3.0,2.0,159.0,1.0,2.0,101.0,1.0,78.0,0.0,55.0,3.0,3.0,2.0,26.0,4.0,0.0,250.0,31.0,1.0,12.0,1.0,17.0,94.0,0.6369
2019-01-06,1.0,3.0,1.0,22.0,0.0,16.0,3.0,0.0,4.0,2.0,0.0,3.0,78.0,42.0,3.0,5.0,0.0,0.0,4.0,68.0,0.0,6.0,127.0,13.0,2.0,6.0,28.0,27.0,28.0,18.0,12.0,1.0,1.0,2.0,30.0,18.0,22.0,2.0,50.0,3.0,1.0,0.0,5.0,1.0,3.0,2.0,6.0,0.0,21.0,23.0,21.0,10.0,0.0,0.0,0.0,10.0,6.0,2.0,5.0,2.0,49.0,0.0,8.0,81.0,6.0,26.0,6.0,6.0,8.0,4.0,0.0,0.0,112.0,1.0,2.0,81.0,0.0,58.0,0.0,27.0,1.0,1.0,2.0,25.0,5.0,0.0,205.0,41.0,1.0,10.0,1.0,16.0,86.0,-0.23835
2019-01-07,0.0,5.0,3.0,17.0,1.0,19.0,7.0,3.0,2.0,7.0,1.0,5.0,82.0,57.0,3.0,2.0,3.0,1.0,9.0,66.0,0.0,19.0,120.0,22.0,0.0,12.0,25.0,14.0,33.0,28.0,4.0,0.0,3.0,3.0,19.0,33.0,25.0,0.0,51.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,14.0,2.0,38.0,50.0,26.0,6.0,0.0,0.0,0.0,10.0,24.0,2.0,4.0,2.0,71.0,0.0,11.0,119.0,12.0,61.0,9.0,5.0,7.0,4.0,2.0,0.0,201.0,1.0,4.0,101.0,1.0,71.0,1.0,52.0,0.0,2.0,6.0,16.0,5.0,0.0,230.0,41.0,1.0,13.0,4.0,25.0,107.0,-0.22666666666666668
2019-01-08,2.0,1.0,0.0,12.0,0.0,8.0,0.0,1.0,2.0,14.0,0.0,0.0,25.0,19.0,3.0,3.0,2.0,0.0,4.0,32.0,0.0,4.0,48.0,4.0,1.0,3.0,9.0,11.0,11.0,6.0,3.0,0.0,0.0,0.0,15.0,12.0,9.0,0.0,15.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,10.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,30.0,0.0,5.0,47.0,3.0,16.0,3.0,0.0,0.0,1.0,0.0,1.0,58.0,0.0,3.0,27.0,0.0,28.0,2.0,21.0,1.0,7.0,0.0,10.0,2.0,0.0,96.0,12.0,0.0,4.0,0.0,11.0,42.0,-0.05103333333333334
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06185
