Date,Hacks,Pessimistic/Doubtful,Banks,Selling,Market_manipulation,(De-)centralisation,Angry,ETF,Leverage,Bottom,Institutional_money,FOMO,Prediction,Adoption,Fearful/Concerned,Portfolio,FUD_theme,Whitepaper,Announcements,Technical_analysis,Flippening,Community,Investing/Trading,Euphoric/Excited,Hodling,ICO,Bearish,Going_short,Uncertain,Volume,Risk,Governance,Ban,Cheap,Short_term_trading,Fork,Progress,Shilling,Bullish,Happy,Bubble,Bots,Hopeful,Bug,Open_source,Token_economics,Security,Marketing,Bad_news,Due_diligence,Team,Partnerships,Pump_and_dump,Sad,Panicking,Listing,Regulation/Politics,Dip,Launch,FOMO_theme,Advice/Support,Rebranding,Wallet,Good_news,Problems_and_issues,Mining,Waiting,Learning,Scaling,Fees,Roadmap,Recovery,Technology,Mistrustful,Marketcap,Positive,Tax,Long_term_investing,Strategy,Competition,Whales,Correction,Stablecoin,Buying,Warning,Annoyed/Frustrated,Price,Use_case/Applications,Rumor,Scam/Fraud,Airdrop,Optimistic,Negative,scores
2019-07-15,4.0,5.0,3.0,10.0,3.0,16.0,2.0,2.0,1.0,3.0,0.0,1.0,94.0,38.0,3.0,2.0,1.0,0.0,3.0,53.0,0.0,16.0,239.0,9.0,2.0,10.0,21.0,8.0,21.0,27.0,5.0,0.0,2.0,3.0,28.0,2.0,14.0,0.0,26.0,5.0,0.0,8.0,6.0,1.0,0.0,3.0,7.0,1.0,10.0,34.0,30.0,1.0,0.0,2.0,0.0,9.0,10.0,7.0,3.0,1.0,52.0,0.0,7.0,115.0,9.0,32.0,6.0,7.0,2.0,7.0,2.0,2.0,143.0,0.0,4.0,66.0,0.0,66.0,5.0,59.0,3.0,8.0,2.0,23.0,1.0,0.0,427.0,25.0,0.0,9.0,2.0,14.0,103.0,-0.2437
2019-07-16,4.0,4.0,1.0,20.0,3.0,17.0,4.0,0.0,2.0,5.0,0.0,3.0,101.0,35.0,10.0,4.0,0.0,4.0,2.0,45.0,3.0,9.0,244.0,18.0,1.0,6.0,13.0,9.0,18.0,51.0,5.0,0.0,1.0,2.0,24.0,1.0,24.0,1.0,33.0,4.0,0.0,4.0,3.0,0.0,3.0,4.0,4.0,2.0,11.0,32.0,40.0,4.0,1.0,1.0,0.0,6.0,8.0,9.0,3.0,0.0,61.0,0.0,7.0,115.0,20.0,16.0,4.0,5.0,12.0,6.0,0.0,5.0,126.0,1.0,1.0,63.0,1.0,68.0,3.0,42.0,0.0,0.0,1.0,20.0,0.0,1.0,417.0,21.0,0.0,5.0,0.0,16.0,101.0,-0.4124333333333334
2019-07-17,2.0,4.0,3.0,18.0,0.0,13.0,4.0,0.0,0.0,1.0,2.0,4.0,75.0,44.0,4.0,4.0,6.0,1.0,3.0,26.0,0.0,6.0,146.0,15.0,1.0,7.0,14.0,6.0,24.0,24.0,0.0,0.0,0.0,2.0,17.0,1.0,18.0,2.0,32.0,2.0,0.0,1.0,7.0,0.0,6.0,4.0,7.0,2.0,8.0,28.0,24.0,1.0,0.0,2.0,0.0,10.0,9.0,3.0,9.0,2.0,43.0,0.0,12.0,84.0,12.0,34.0,8.0,12.0,3.0,4.0,0.0,3.0,126.0,1.0,3.0,63.0,1.0,60.0,3.0,40.0,2.0,1.0,0.0,13.0,1.0,0.0,289.0,23.0,1.0,4.0,0.0,12.0,74.0,0.0
2019-07-18,2.0,3.0,0.0,11.0,0.0,10.0,1.0,0.0,3.0,2.0,0.0,1.0,51.0,31.0,2.0,6.0,4.0,2.0,2.0,26.0,0.0,13.0,104.0,20.0,1.0,8.0,12.0,4.0,20.0,23.0,2.0,0.0,1.0,2.0,7.0,8.0,12.0,0.0,25.0,7.0,0.0,0.0,6.0,2.0,0.0,4.0,6.0,2.0,9.0,24.0,13.0,1.0,0.0,0.0,0.0,12.0,11.0,4.0,3.0,0.0,57.0,0.0,16.0,83.0,16.0,30.0,2.0,7.0,2.0,8.0,0.0,2.0,141.0,3.0,1.0,63.0,2.0,55.0,2.0,48.0,2.0,1.0,2.0,13.0,2.0,0.0,229.0,25.0,0.0,2.0,1.0,21.0,79.0,-0.2787
2019-07-19,4.0,1.0,1.0,8.0,1.0,8.0,2.0,0.0,4.0,4.0,0.0,0.0,40.0,26.0,3.0,1.0,1.0,0.0,0.0,36.0,2.0,3.0,83.0,11.0,1.0,8.0,9.0,6.0,16.0,18.0,2.0,0.0,0.0,0.0,15.0,12.0,19.0,0.0,24.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,6.0,26.0,12.0,1.0,0.0,0.0,0.0,7.0,9.0,2.0,3.0,0.0,20.0,0.0,7.0,80.0,1.0,21.0,5.0,4.0,11.0,6.0,0.0,1.0,96.0,0.0,4.0,57.0,0.0,60.0,2.0,50.0,8.0,0.0,1.0,8.0,1.0,1.0,170.0,15.0,2.0,3.0,2.0,11.0,37.0,-0.3028333333333333
2019-07-20,2.0,2.0,1.0,10.0,2.0,7.0,2.0,0.0,1.0,4.0,1.0,1.0,38.0,16.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,3.0,74.0,8.0,5.0,7.0,10.0,4.0,13.0,29.0,2.0,0.0,1.0,4.0,7.0,3.0,5.0,0.0,22.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,6.0,18.0,12.0,0.0,0.0,2.0,0.0,7.0,4.0,1.0,4.0,0.0,20.0,0.0,6.0,50.0,4.0,10.0,5.0,4.0,3.0,1.0,1.0,1.0,62.0,0.0,2.0,45.0,0.0,46.0,1.0,25.0,1.0,2.0,1.0,11.0,1.0,0.0,176.0,15.0,0.0,6.0,0.0,12.0,33.0,0.22503333333333334
2019-07-21,2.0,0.0,2.0,4.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,27.0,14.0,3.0,0.0,2.0,1.0,1.0,21.0,0.0,4.0,54.0,4.0,1.0,6.0,1.0,4.0,11.0,20.0,0.0,0.0,0.0,1.0,11.0,1.0,6.0,3.0,15.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,7.0,0.0,9.0,17.0,12.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,3.0,0.0,17.0,0.0,10.0,60.0,3.0,10.0,5.0,1.0,1.0,5.0,0.0,2.0,63.0,0.0,1.0,29.0,0.0,42.0,0.0,34.0,0.0,0.0,0.0,7.0,0.0,1.0,133.0,15.0,0.0,4.0,2.0,8.0,31.0,-0.07973333333333334
2019-07-22,2.0,5.0,1.0,12.0,4.0,10.0,3.0,0.0,3.0,3.0,2.0,4.0,50.0,37.0,3.0,2.0,0.0,0.0,1.0,58.0,0.0,25.0,115.0,12.0,2.0,5.0,9.0,5.0,27.0,52.0,4.0,0.0,1.0,1.0,22.0,10.0,16.0,0.0,28.0,11.0,0.0,2.0,4.0,0.0,1.0,4.0,9.0,2.0,14.0,27.0,42.0,0.0,0.0,0.0,1.0,5.0,7.0,6.0,5.0,0.0,58.0,0.0,6.0,83.0,14.0,20.0,4.0,9.0,4.0,5.0,1.0,2.0,123.0,0.0,2.0,94.0,0.0,69.0,1.0,51.0,2.0,4.0,0.0,21.0,0.0,0.0,219.0,28.0,0.0,6.0,1.0,27.0,93.0,-0.2577
2019-07-23,1.0,5.0,2.0,14.0,0.0,11.0,2.0,0.0,2.0,6.0,4.0,2.0,43.0,33.0,6.0,4.0,1.0,0.0,3.0,34.0,1.0,27.0,82.0,19.0,0.0,5.0,14.0,3.0,18.0,18.0,1.0,0.0,0.0,0.0,14.0,5.0,17.0,1.0,15.0,4.0,0.0,1.0,5.0,0.0,2.0,2.0,7.0,0.0,9.0,29.0,28.0,0.0,0.0,0.0,0.0,6.0,14.0,2.0,5.0,0.0,49.0,0.0,12.0,105.0,12.0,19.0,1.0,7.0,2.0,5.0,0.0,1.0,113.0,0.0,2.0,57.0,2.0,55.0,0.0,38.0,0.0,0.0,1.0,9.0,0.0,1.0,174.0,23.0,0.0,10.0,3.0,11.0,84.0,-0.08615
2019-07-24,2.0,3.0,3.0,16.0,2.0,22.0,3.0,0.0,0.0,6.0,0.0,0.0,61.0,38.0,3.0,2.0,0.0,0.0,0.0,40.0,0.0,12.0,126.0,18.0,3.0,9.0,14.0,5.0,24.0,28.0,6.0,0.0,0.0,1.0,11.0,9.0,31.0,0.0,27.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,7.0,4.0,7.0,20.0,21.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,2.0,0.0,48.0,0.0,13.0,85.0,14.0,17.0,3.0,4.0,2.0,4.0,1.0,1.0,128.0,0.0,1.0,71.0,1.0,55.0,2.0,43.0,2.0,0.0,0.0,9.0,4.0,1.0,237.0,46.0,0.0,3.0,3.0,12.0,93.0,0.19677499999999998
2019-07-25,3.0,0.0,6.0,9.0,1.0,17.0,2.0,0.0,1.0,0.0,0.0,3.0,40.0,31.0,3.0,6.0,4.0,2.0,3.0,41.0,7.0,4.0,94.0,6.0,0.0,5.0,6.0,0.0,18.0,27.0,4.0,0.0,0.0,2.0,7.0,3.0,15.0,2.0,25.0,3.0,0.0,0.0,9.0,2.0,1.0,1.0,4.0,2.0,13.0,27.0,17.0,2.0,0.0,0.0,0.0,13.0,6.0,1.0,6.0,1.0,50.0,0.0,9.0,96.0,7.0,24.0,2.0,3.0,4.0,6.0,0.0,0.0,104.0,0.0,2.0,64.0,1.0,53.0,0.0,40.0,1.0,1.0,2.0,15.0,0.0,0.0,207.0,37.0,1.0,6.0,1.0,19.0,46.0,0.2877
2019-07-26,2.0,3.0,2.0,9.0,0.0,14.0,2.0,0.0,6.0,2.0,3.0,2.0,36.0,50.0,1.0,3.0,0.0,0.0,1.0,26.0,1.0,12.0,74.0,13.0,1.0,8.0,2.0,3.0,21.0,34.0,3.0,0.0,1.0,3.0,14.0,3.0,20.0,0.0,18.0,3.0,0.0,3.0,3.0,0.0,1.0,7.0,4.0,2.0,10.0,20.0,20.0,2.0,0.0,0.0,0.0,1.0,15.0,9.0,3.0,0.0,37.0,0.0,9.0,112.0,13.0,14.0,5.0,10.0,0.0,8.0,1.0,0.0,122.0,0.0,4.0,67.0,0.0,48.0,1.0,40.0,0.0,1.0,1.0,3.0,0.0,0.0,182.0,36.0,0.0,4.0,6.0,21.0,46.0,-0.04137499999999998
2019-07-27,9.0,3.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,1.0,33.0,22.0,4.0,0.0,0.0,0.0,1.0,20.0,0.0,12.0,95.0,6.0,0.0,6.0,5.0,3.0,18.0,23.0,2.0,0.0,0.0,3.0,8.0,0.0,12.0,0.0,20.0,0.0,1.0,0.0,7.0,0.0,1.0,5.0,5.0,3.0,3.0,14.0,12.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,4.0,0.0,27.0,0.0,4.0,67.0,4.0,10.0,5.0,1.0,1.0,1.0,0.0,0.0,84.0,2.0,2.0,38.0,1.0,44.0,1.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0,198.0,21.0,0.0,7.0,2.0,8.0,38.0,-0.09633333333333334
2019-07-28,5.0,2.0,0.0,7.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,28.0,24.0,1.0,1.0,0.0,0.0,0.0,25.0,2.0,7.0,64.0,10.0,0.0,3.0,5.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,3.0,21.0,13.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,0.0,21.0,0.0,3.0,64.0,7.0,16.0,2.0,6.0,1.0,0.0,1.0,0.0,75.0,0.0,3.0,37.0,1.0,44.0,0.0,30.0,0.0,0.0,0.0,7.0,0.0,0.0,171.0,17.0,0.0,7.0,4.0,9.0,51.0,-0.19193333333333332
2019-07-29,1.0,2.0,3.0,4.0,0.0,13.0,1.0,0.0,1.0,4.0,2.0,4.0,29.0,45.0,0.0,1.0,0.0,0.0,4.0,35.0,1.0,14.0,82.0,7.0,2.0,3.0,11.0,3.0,12.0,29.0,5.0,0.0,0.0,2.0,10.0,5.0,22.0,1.0,17.0,2.0,0.0,1.0,1.0,5.0,0.0,4.0,6.0,1.0,9.0,22.0,20.0,0.0,0.0,2.0,0.0,5.0,3.0,2.0,2.0,0.0,44.0,0.0,10.0,81.0,7.0,19.0,6.0,15.0,3.0,6.0,2.0,0.0,104.0,0.0,2.0,47.0,2.0,41.0,1.0,44.0,1.0,0.0,0.0,12.0,1.0,0.0,163.0,21.0,1.0,6.0,0.0,10.0,71.0,-0.36345
2019-07-30,5.0,4.0,6.0,14.0,1.0,32.0,6.0,0.0,1.0,3.0,0.0,0.0,40.0,56.0,3.0,6.0,1.0,0.0,4.0,34.0,1.0,21.0,83.0,23.0,4.0,8.0,7.0,4.0,11.0,28.0,4.0,0.0,0.0,2.0,10.0,3.0,19.0,1.0,12.0,43.0,0.0,2.0,12.0,1.0,0.0,1.0,12.0,5.0,11.0,28.0,32.0,2.0,0.0,0.0,0.0,10.0,20.0,3.0,7.0,0.0,52.0,1.0,10.0,98.0,15.0,20.0,6.0,12.0,2.0,3.0,1.0,1.0,132.0,2.0,5.0,102.0,1.0,60.0,1.0,53.0,0.0,0.0,1.0,11.0,1.0,0.0,170.0,51.0,0.0,4.0,2.0,20.0,85.0,-0.1297
2019-07-31,4.0,5.0,2.0,11.0,2.0,11.0,2.0,0.0,0.0,2.0,2.0,2.0,33.0,43.0,5.0,2.0,1.0,2.0,7.0,30.0,0.0,11.0,71.0,12.0,2.0,15.0,2.0,4.0,30.0,33.0,0.0,0.0,2.0,3.0,7.0,5.0,15.0,1.0,25.0,12.0,1.0,0.0,4.0,5.0,2.0,5.0,4.0,4.0,10.0,23.0,23.0,3.0,0.0,1.0,0.0,12.0,30.0,1.0,6.0,1.0,65.0,1.0,17.0,101.0,14.0,10.0,6.0,12.0,1.0,6.0,2.0,0.0,134.0,2.0,7.0,85.0,1.0,69.0,1.0,58.0,1.0,0.0,4.0,9.0,1.0,0.0,154.0,45.0,1.0,8.0,0.0,22.0,79.0,-0.05516666666666667
2019-08-01,1.0,6.0,8.0,5.0,1.0,10.0,4.0,0.0,2.0,3.0,1.0,0.0,37.0,51.0,3.0,2.0,1.0,1.0,1.0,34.0,0.0,8.0,75.0,9.0,1.0,8.0,11.0,2.0,22.0,26.0,4.0,1.0,1.0,0.0,7.0,7.0,16.0,1.0,20.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,8.0,2.0,17.0,39.0,29.0,1.0,0.0,0.0,0.0,9.0,17.0,2.0,3.0,0.0,60.0,0.0,19.0,110.0,12.0,21.0,6.0,9.0,2.0,4.0,1.0,0.0,131.0,0.0,1.0,68.0,0.0,60.0,0.0,71.0,1.0,0.0,2.0,12.0,0.0,0.0,159.0,46.0,1.0,3.0,1.0,21.0,81.0,0.0
2019-08-02,3.0,11.0,6.0,15.0,1.0,10.0,2.0,0.0,3.0,0.0,1.0,3.0,28.0,51.0,3.0,5.0,0.0,2.0,4.0,29.0,2.0,10.0,91.0,16.0,3.0,6.0,5.0,2.0,20.0,33.0,2.0,0.0,0.0,2.0,6.0,3.0,28.0,2.0,20.0,12.0,2.0,3.0,3.0,0.0,1.0,3.0,7.0,4.0,8.0,30.0,24.0,1.0,0.0,1.0,0.0,9.0,17.0,0.0,3.0,1.0,69.0,1.0,6.0,118.0,14.0,17.0,4.0,16.0,5.0,5.0,2.0,0.0,142.0,1.0,2.0,74.0,0.0,69.0,0.0,55.0,1.0,0.0,5.0,13.0,0.0,0.0,168.0,33.0,0.0,8.0,2.0,21.0,90.0,0.030666666666666675
2019-08-03,0.0,3.0,1.0,10.0,2.0,13.0,5.0,0.0,1.0,2.0,0.0,4.0,25.0,20.0,2.0,6.0,0.0,1.0,4.0,17.0,0.0,6.0,60.0,7.0,2.0,6.0,1.0,2.0,15.0,25.0,1.0,0.0,0.0,2.0,2.0,0.0,11.0,1.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,7.0,21.0,9.0,1.0,0.0,2.0,0.0,2.0,11.0,1.0,4.0,1.0,21.0,1.0,3.0,53.0,7.0,15.0,2.0,2.0,1.0,4.0,0.0,0.0,79.0,1.0,2.0,36.0,0.0,53.0,1.0,35.0,0.0,1.0,2.0,10.0,0.0,0.0,148.0,17.0,1.0,1.0,3.0,12.0,56.0,-0.6808
2019-08-04,4.0,0.0,3.0,8.0,0.0,8.0,1.0,0.0,1.0,3.0,0.0,2.0,17.0,15.0,2.0,1.0,0.0,1.0,0.0,29.0,0.0,7.0,56.0,9.0,1.0,3.0,1.0,3.0,12.0,30.0,2.0,0.0,0.0,3.0,14.0,4.0,9.0,2.0,14.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,15.0,5.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,32.0,0.0,3.0,35.0,5.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,55.0,0.0,2.0,40.0,1.0,50.0,0.0,29.0,0.0,1.0,2.0,5.0,2.0,1.0,128.0,13.0,0.0,4.0,0.0,16.0,34.0,-0.34
2019-08-05,2.0,2.0,1.0,14.0,0.0,11.0,3.0,2.0,0.0,2.0,0.0,1.0,29.0,32.0,1.0,4.0,0.0,2.0,6.0,27.0,1.0,10.0,92.0,9.0,1.0,5.0,3.0,4.0,18.0,34.0,5.0,0.0,0.0,3.0,2.0,6.0,21.0,0.0,14.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,13.0,29.0,15.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,2.0,0.0,38.0,0.0,13.0,98.0,10.0,31.0,5.0,9.0,1.0,5.0,0.0,1.0,119.0,0.0,2.0,57.0,1.0,59.0,1.0,52.0,0.0,0.0,2.0,11.0,0.0,1.0,229.0,33.0,1.0,4.0,3.0,21.0,68.0,-0.30996666666666667
2019-08-06,1.0,2.0,4.0,7.0,0.0,9.0,1.0,0.0,1.0,5.0,1.0,4.0,43.0,37.0,1.0,2.0,0.0,1.0,4.0,31.0,1.0,7.0,123.0,13.0,0.0,3.0,6.0,6.0,22.0,11.0,9.0,0.0,0.0,0.0,16.0,4.0,25.0,1.0,24.0,4.0,0.0,3.0,3.0,0.0,1.0,4.0,10.0,0.0,11.0,25.0,14.0,14.0,0.0,2.0,0.0,5.0,8.0,10.0,0.0,1.0,33.0,0.0,6.0,94.0,10.0,17.0,4.0,7.0,3.0,2.0,0.0,0.0,110.0,0.0,5.0,68.0,3.0,57.0,0.0,43.0,0.0,1.0,1.0,13.0,1.0,0.0,215.0,31.0,0.0,6.0,0.0,16.0,70.0,-0.06743333333333333
2019-08-07,4.0,2.0,5.0,3.0,2.0,13.0,2.0,0.0,2.0,4.0,0.0,1.0,31.0,32.0,1.0,3.0,1.0,0.0,8.0,27.0,1.0,5.0,80.0,11.0,2.0,2.0,4.0,3.0,14.0,3.0,7.0,0.0,0.0,1.0,7.0,3.0,17.0,0.0,17.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,6.0,2.0,7.0,21.0,17.0,3.0,0.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,46.0,0.0,17.0,61.0,13.0,25.0,3.0,11.0,2.0,10.0,0.0,0.0,120.0,0.0,3.0,59.0,0.0,53.0,0.0,40.0,0.0,0.0,2.0,9.0,0.0,0.0,126.0,34.0,0.0,1.0,1.0,29.0,57.0,-0.17
2019-08-08,1.0,3.0,5.0,10.0,0.0,18.0,1.0,0.0,0.0,2.0,1.0,1.0,31.0,33.0,2.0,3.0,0.0,1.0,2.0,31.0,0.0,13.0,106.0,7.0,0.0,9.0,10.0,5.0,21.0,5.0,8.0,0.0,0.0,0.0,19.0,1.0,13.0,0.0,20.0,1.0,1.0,0.0,9.0,0.0,3.0,0.0,8.0,0.0,9.0,25.0,11.0,1.0,0.0,0.0,1.0,9.0,7.0,1.0,3.0,0.0,36.0,0.0,13.0,57.0,7.0,12.0,5.0,11.0,1.0,3.0,0.0,1.0,96.0,0.0,3.0,59.0,1.0,52.0,0.0,38.0,0.0,0.0,2.0,9.0,0.0,0.0,182.0,30.0,0.0,8.0,4.0,8.0,55.0,-0.5570999999999999
2019-08-09,3.0,5.0,4.0,12.0,1.0,11.0,2.0,0.0,5.0,8.0,3.0,0.0,36.0,33.0,4.0,1.0,0.0,7.0,3.0,34.0,1.0,13.0,118.0,6.0,3.0,11.0,8.0,6.0,20.0,1.0,14.0,0.0,0.0,3.0,21.0,4.0,20.0,0.0,21.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,8.0,3.0,17.0,24.0,14.0,1.0,0.0,0.0,0.0,8.0,10.0,5.0,5.0,0.0,55.0,0.0,7.0,81.0,12.0,14.0,5.0,9.0,2.0,4.0,4.0,0.0,104.0,0.0,2.0,43.0,1.0,52.0,0.0,57.0,0.0,0.0,1.0,12.0,0.0,1.0,210.0,31.0,1.0,7.0,0.0,14.0,83.0,-0.05135
2019-08-10,2.0,2.0,3.0,9.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,20.0,0.0,0.0,0.0,2.0,1.0,24.0,1.0,7.0,161.0,6.0,1.0,6.0,5.0,6.0,11.0,33.0,8.0,0.0,1.0,3.0,10.0,3.0,12.0,2.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,17.0,8.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,15.0,0.0,2.0,67.0,8.0,21.0,3.0,0.0,0.0,3.0,0.0,0.0,65.0,0.0,1.0,34.0,1.0,42.0,1.0,32.0,0.0,0.0,0.0,5.0,2.0,0.0,252.0,21.0,0.0,2.0,2.0,11.0,42.0,-0.3057
2019-08-11,3.0,4.0,1.0,14.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,2.0,24.0,18.0,4.0,3.0,2.0,1.0,0.0,23.0,1.0,7.0,54.0,9.0,2.0,8.0,0.0,2.0,22.0,20.0,8.0,0.0,0.0,2.0,9.0,1.0,5.0,0.0,15.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,14.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,0.0,28.0,0.0,2.0,45.0,6.0,20.0,3.0,5.0,1.0,0.0,0.0,1.0,81.0,0.0,3.0,42.0,0.0,48.0,0.0,45.0,0.0,1.0,1.0,7.0,0.0,0.0,143.0,17.0,0.0,5.0,1.0,10.0,52.0,-0.20095
2019-08-12,2.0,14.0,7.0,10.0,0.0,9.0,3.0,2.0,1.0,3.0,1.0,0.0,36.0,30.0,2.0,0.0,1.0,1.0,6.0,27.0,0.0,11.0,53.0,13.0,0.0,10.0,13.0,1.0,12.0,35.0,5.0,0.0,0.0,0.0,10.0,1.0,17.0,0.0,16.0,3.0,0.0,2.0,6.0,0.0,3.0,1.0,4.0,0.0,11.0,24.0,16.0,0.0,0.0,0.0,0.0,11.0,6.0,2.0,8.0,0.0,42.0,0.0,8.0,101.0,9.0,22.0,2.0,7.0,1.0,1.0,0.0,4.0,112.0,0.0,3.0,54.0,1.0,58.0,0.0,52.0,0.0,0.0,2.0,5.0,0.0,0.0,181.0,30.0,0.0,6.0,1.0,9.0,68.0,0.0
2019-08-13,1.0,4.0,5.0,9.0,0.0,9.0,0.0,1.0,0.0,3.0,1.0,4.0,31.0,39.0,3.0,4.0,0.0,1.0,2.0,38.0,0.0,7.0,79.0,17.0,0.0,9.0,13.0,6.0,18.0,32.0,2.0,0.0,0.0,0.0,15.0,1.0,19.0,2.0,23.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0,12.0,25.0,13.0,3.0,0.0,1.0,0.0,3.0,12.0,0.0,3.0,0.0,30.0,0.0,12.0,88.0,9.0,19.0,6.0,9.0,1.0,2.0,0.0,0.0,116.0,0.0,3.0,59.0,0.0,62.0,0.0,47.0,0.0,1.0,2.0,13.0,0.0,0.0,187.0,31.0,0.0,4.0,1.0,13.0,65.0,0.0
2019-08-14,2.0,7.0,4.0,6.0,1.0,14.0,4.0,1.0,2.0,4.0,2.0,2.0,66.0,50.0,2.0,2.0,0.0,0.0,6.0,47.0,0.0,6.0,292.0,15.0,5.0,3.0,16.0,9.0,26.0,34.0,5.0,0.0,0.0,1.0,13.0,1.0,25.0,2.0,31.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,7.0,0.0,14.0,28.0,14.0,2.0,1.0,1.0,1.0,3.0,16.0,3.0,7.0,1.0,48.0,0.0,8.0,101.0,12.0,26.0,5.0,4.0,2.0,2.0,0.0,1.0,123.0,1.0,3.0,75.0,0.0,69.0,1.0,61.0,2.0,2.0,1.0,12.0,2.0,0.0,404.0,37.0,0.0,10.0,0.0,24.0,81.0,0.10115
2019-08-15,0.0,3.0,4.0,13.0,2.0,4.0,1.0,0.0,0.0,6.0,0.0,1.0,49.0,45.0,2.0,2.0,0.0,0.0,8.0,29.0,1.0,15.0,178.0,14.0,5.0,6.0,22.0,4.0,16.0,24.0,2.0,0.0,0.0,3.0,10.0,7.0,23.0,0.0,22.0,5.0,0.0,0.0,6.0,1.0,1.0,3.0,5.0,2.0,14.0,24.0,19.0,3.0,0.0,1.0,0.0,4.0,11.0,3.0,3.0,0.0,38.0,1.0,10.0,98.0,9.0,22.0,8.0,7.0,2.0,3.0,1.0,2.0,119.0,0.0,3.0,65.0,2.0,60.0,0.0,46.0,1.0,1.0,0.0,15.0,1.0,0.0,280.0,29.0,0.0,9.0,0.0,15.0,70.0,0.4019
2019-08-16,3.0,4.0,3.0,9.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,40.0,3.0,2.0,0.0,0.0,5.0,32.0,0.0,9.0,59.0,8.0,0.0,7.0,12.0,3.0,18.0,29.0,5.0,0.0,0.0,0.0,8.0,10.0,24.0,0.0,20.0,5.0,1.0,0.0,4.0,0.0,1.0,2.0,11.0,0.0,25.0,22.0,16.0,1.0,0.0,1.0,0.0,5.0,12.0,0.0,6.0,0.0,56.0,0.0,12.0,100.0,12.0,31.0,4.0,7.0,1.0,3.0,0.0,6.0,126.0,0.0,4.0,58.0,5.0,53.0,1.0,44.0,0.0,2.0,6.0,7.0,2.0,1.0,184.0,40.0,1.0,6.0,0.0,9.0,90.0,-0.24996666666666667
2019-08-17,1.0,9.0,3.0,9.0,1.0,6.0,2.0,0.0,1.0,3.0,1.0,0.0,33.0,40.0,5.0,3.0,0.0,3.0,4.0,25.0,0.0,2.0,48.0,11.0,3.0,7.0,15.0,2.0,14.0,21.0,10.0,0.0,0.0,1.0,8.0,6.0,15.0,1.0,15.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,11.0,0.0,15.0,22.0,12.0,5.0,0.0,0.0,0.0,8.0,8.0,0.0,3.0,0.0,51.0,0.0,4.0,83.0,7.0,14.0,6.0,4.0,3.0,10.0,0.0,1.0,128.0,2.0,1.0,60.0,2.0,52.0,2.0,51.0,1.0,1.0,3.0,6.0,1.0,0.0,150.0,36.0,0.0,7.0,1.0,27.0,93.0,-0.55845
