Date,FOMO,Uncertain,Hopeful,Bearish,Pessimistic/Doubtful,Sad,Fearful/Concerned,Angry,Mistrustful,Panicking,Annoyed/Frustrated,Bullish,Optimistic,Happy,Euphoric/Excited
2021-06-25,36.0,232.0,101.0,148.0,80.0,19.0,209.0,66.0,6.0,5.0,9.0,153.0,239.0,53.0,244.0
2021-06-26,35.0,192.0,87.0,178.0,93.0,9.0,177.0,56.0,10.0,11.0,9.0,178.0,268.0,46.0,211.0
2021-06-27,40.0,189.0,92.0,124.0,66.0,13.0,184.0,55.0,6.0,7.0,5.0,161.0,206.0,47.0,193.0
2021-06-28,38.0,191.0,100.0,119.0,69.0,5.0,243.0,45.0,9.0,5.0,5.0,176.0,235.0,49.0,223.0
2021-06-29,36.0,195.0,71.0,105.0,62.0,29.0,206.0,35.0,9.0,4.0,6.0,154.0,234.0,47.0,228.0
2021-06-30,38.0,197.0,99.0,80.0,78.0,8.0,184.0,45.0,14.0,4.0,4.0,127.0,258.0,50.0,237.0
2021-07-01,31.0,173.0,80.0,83.0,52.0,13.0,159.0,41.0,15.0,1.0,5.0,141.0,243.0,36.0,160.0
2021-07-02,27.0,157.0,66.0,84.0,67.0,7.0,155.0,35.0,13.0,4.0,6.0,111.0,209.0,33.0,182.0
2021-07-03,34.0,188.0,82.0,92.0,75.0,14.0,172.0,62.0,8.0,3.0,6.0,137.0,223.0,31.0,185.0
2021-07-04,26.0,169.0,66.0,80.0,71.0,11.0,150.0,52.0,10.0,3.0,7.0,125.0,210.0,44.0,200.0
2021-07-05,31.0,196.0,69.0,88.0,53.0,9.0,191.0,44.0,7.0,7.0,7.0,144.0,248.0,49.0,195.0
2021-07-06,18.0,127.0,72.0,86.0,54.0,13.0,198.0,39.0,11.0,6.0,6.0,127.0,172.0,42.0,200.0
2021-07-07,32.0,151.0,72.0,72.0,54.0,9.0,171.0,34.0,10.0,2.0,5.0,113.0,217.0,35.0,187.0
2021-07-08,25.0,150.0,52.0,113.0,76.0,10.0,135.0,37.0,11.0,4.0,3.0,121.0,170.0,42.0,205.0
2021-07-09,29.0,152.0,66.0,101.0,69.0,14.0,174.0,30.0,7.0,1.0,5.0,125.0,206.0,39.0,228.0
2021-07-10,34.0,157.0,70.0,67.0,56.0,14.0,170.0,48.0,6.0,3.0,7.0,141.0,194.0,38.0,185.0
2021-07-11,25.0,130.0,66.0,64.0,49.0,6.0,143.0,39.0,7.0,6.0,7.0,101.0,189.0,38.0,140.0
2021-07-12,27.0,136.0,74.0,65.0,54.0,15.0,173.0,39.0,2.0,5.0,4.0,114.0,181.0,33.0,180.0
2021-07-13,29.0,111.0,56.0,100.0,66.0,10.0,167.0,38.0,11.0,2.0,10.0,127.0,172.0,39.0,205.0
2021-07-14,32.0,164.0,63.0,114.0,62.0,11.0,191.0,38.0,12.0,5.0,11.0,147.0,195.0,43.0,191.0
2021-07-15,23.0,153.0,49.0,119.0,38.0,8.0,144.0,35.0,8.0,3.0,4.0,121.0,165.0,31.0,183.0
2021-07-16,23.0,171.0,73.0,123.0,51.0,9.0,184.0,40.0,9.0,4.0,10.0,195.0,231.0,34.0,193.0
2021-07-17,32.0,155.0,53.0,117.0,67.0,14.0,202.0,45.0,9.0,4.0,2.0,231.0,201.0,44.0,158.0
2021-07-18,27.0,170.0,66.0,108.0,39.0,7.0,166.0,31.0,10.0,5.0,1.0,207.0,211.0,36.0,153.0
2021-07-19,25.0,136.0,88.0,133.0,54.0,13.0,147.0,33.0,11.0,6.0,4.0,207.0,180.0,35.0,170.0
2021-07-20,51.0,166.0,100.0,224.0,67.0,11.0,164.0,43.0,10.0,15.0,6.0,274.0,209.0,43.0,202.0
2021-07-21,44.0,161.0,71.0,112.0,54.0,10.0,185.0,43.0,9.0,8.0,7.0,220.0,177.0,39.0,214.0
2021-07-22,38.0,123.0,56.0,64.0,44.0,13.0,146.0,36.0,8.0,3.0,4.0,197.0,156.0,45.0,153.0
2021-07-23,32.0,178.0,79.0,72.0,44.0,10.0,131.0,37.0,8.0,2.0,6.0,185.0,179.0,35.0,143.0
2021-07-24,35.0,142.0,76.0,54.0,46.0,12.0,136.0,28.0,7.0,5.0,3.0,191.0,159.0,43.0,148.0
2021-07-25,38.0,145.0,82.0,65.0,45.0,5.0,128.0,32.0,7.0,0.0,3.0,213.0,242.0,43.0,143.0
2021-07-26,65.0,148.0,89.0,103.0,54.0,11.0,181.0,46.0,8.0,2.0,3.0,314.0,167.0,54.0,213.0
2021-07-27,35.0,134.0,57.0,60.0,35.0,11.0,111.0,33.0,4.0,2.0,2.0,163.0,128.0,31.0,113.0
2021-07-28,30.0,149.0,83.0,74.0,53.0,10.0,157.0,39.0,7.0,2.0,1.0,253.0,166.0,62.0,174.0
2021-07-29,33.0,133.0,68.0,52.0,57.0,9.0,152.0,45.0,12.0,3.0,5.0,215.0,183.0,30.0,194.0
2021-07-30,28.0,143.0,79.0,74.0,38.0,9.0,162.0,46.0,5.0,2.0,6.0,234.0,144.0,49.0,197.0
2021-07-31,52.0,144.0,84.0,59.0,58.0,11.0,148.0,36.0,11.0,1.0,3.0,286.0,192.0,43.0,181.0
2021-08-01,41.0,140.0,74.0,72.0,56.0,7.0,142.0,45.0,14.0,1.0,8.0,196.0,170.0,54.0,180.0
2021-08-02,28.0,123.0,59.0,59.0,32.0,7.0,139.0,35.0,5.0,4.0,2.0,195.0,128.0,41.0,194.0
2021-08-03,16.0,103.0,50.0,64.0,50.0,10.0,114.0,35.0,5.0,8.0,4.0,216.0,129.0,27.0,157.0
2021-08-04,35.0,102.0,57.0,43.0,30.0,5.0,128.0,22.0,4.0,1.0,3.0,179.0,152.0,29.0,160.0
2021-08-05,26.0,76.0,52.0,44.0,36.0,4.0,105.0,22.0,4.0,1.0,7.0,152.0,143.0,27.0,158.0
2021-08-06,24.0,115.0,51.0,44.0,36.0,10.0,123.0,26.0,5.0,3.0,3.0,175.0,147.0,24.0,148.0
2021-08-07,32.0,126.0,51.0,37.0,31.0,9.0,94.0,35.0,4.0,4.0,2.0,163.0,113.0,28.0,127.0
2021-08-08,30.0,86.0,56.0,50.0,34.0,5.0,80.0,19.0,4.0,1.0,8.0,155.0,114.0,46.0,118.0
2021-08-09,35.0,94.0,56.0,44.0,39.0,10.0,92.0,37.0,3.0,1.0,3.0,179.0,143.0,35.0,151.0
2021-08-10,21.0,93.0,65.0,51.0,46.0,8.0,120.0,36.0,2.0,1.0,2.0,169.0,140.0,24.0,137.0
2021-08-11,29.0,91.0,52.0,52.0,40.0,4.0,96.0,32.0,1.0,4.0,2.0,144.0,129.0,37.0,120.0
2021-08-12,15.0,47.0,26.0,37.0,26.0,2.0,67.0,16.0,3.0,0.0,3.0,101.0,88.0,18.0,81.0
2021-08-13,23.0,88.0,58.0,47.0,33.0,10.0,88.0,16.0,5.0,4.0,5.0,125.0,137.0,34.0,118.0
2021-08-14,23.0,101.0,59.0,39.0,35.0,6.0,88.0,27.0,6.0,4.0,4.0,135.0,149.0,27.0,132.0
2021-08-15,24.0,79.0,47.0,34.0,26.0,5.0,78.0,15.0,4.0,0.0,1.0,120.0,113.0,19.0,93.0
2021-08-16,28.0,97.0,62.0,41.0,32.0,8.0,95.0,26.0,2.0,2.0,3.0,153.0,134.0,26.0,117.0
2021-08-17,23.0,101.0,22.0,38.0,38.0,3.0,93.0,20.0,3.0,3.0,2.0,142.0,125.0,19.0,100.0
2021-08-18,25.0,108.0,51.0,53.0,32.0,8.0,100.0,24.0,9.0,5.0,1.0,144.0,129.0,26.0,127.0
2021-08-19,31.0,83.0,38.0,34.0,47.0,8.0,104.0,25.0,9.0,2.0,3.0,139.0,140.0,20.0,158.0
2021-08-20,17.0,92.0,62.0,32.0,30.0,9.0,93.0,38.0,11.0,1.0,2.0,156.0,106.0,25.0,167.0
2021-08-21,47.0,109.0,60.0,47.0,48.0,5.0,104.0,29.0,3.0,4.0,3.0,158.0,142.0,31.0,155.0
2021-08-22,36.0,127.0,71.0,55.0,36.0,9.0,94.0,30.0,4.0,0.0,1.0,162.0,131.0,33.0,136.0
2021-08-23,45.0,117.0,62.0,76.0,32.0,7.0,101.0,34.0,4.0,3.0,4.0,182.0,141.0,67.0,181.0
2021-08-24,34.0,101.0,55.0,43.0,48.0,12.0,120.0,31.0,6.0,3.0,2.0,171.0,142.0,29.0,145.0
2021-08-25,26.0,108.0,49.0,48.0,31.0,5.0,144.0,28.0,8.0,3.0,5.0,143.0,156.0,28.0,129.0
2021-08-26,20.0,112.0,53.0,54.0,42.0,7.0,129.0,42.0,8.0,4.0,5.0,140.0,138.0,23.0,129.0
2021-08-27,40.0,140.0,70.0,65.0,43.0,10.0,141.0,28.0,6.0,6.0,2.0,174.0,189.0,23.0,166.0
2021-08-28,32.0,105.0,65.0,57.0,50.0,5.0,112.0,31.0,7.0,2.0,6.0,162.0,171.0,37.0,162.0
2021-08-29,31.0,108.0,62.0,52.0,35.0,5.0,116.0,30.0,5.0,0.0,2.0,154.0,156.0,33.0,122.0
2021-08-30,26.0,118.0,51.0,44.0,46.0,9.0,110.0,34.0,5.0,1.0,4.0,135.0,164.0,26.0,140.0
2021-08-31,46.0,138.0,62.0,60.0,51.0,7.0,162.0,33.0,11.0,1.0,4.0,192.0,164.0,30.0,148.0
2021-09-01,23.0,149.0,79.0,56.0,40.0,10.0,135.0,35.0,5.0,1.0,5.0,174.0,163.0,41.0,140.0
2021-09-02,37.0,116.0,78.0,60.0,41.0,6.0,131.0,29.0,6.0,0.0,3.0,207.0,138.0,38.0,167.0
2021-09-03,50.0,134.0,78.0,52.0,47.0,18.0,115.0,38.0,8.0,4.0,0.0,158.0,150.0,34.0,170.0
2021-09-04,38.0,112.0,46.0,55.0,39.0,7.0,132.0,20.0,9.0,3.0,1.0,168.0,168.0,34.0,129.0
2021-09-05,48.0,127.0,82.0,54.0,51.0,8.0,111.0,41.0,6.0,2.0,4.0,175.0,199.0,28.0,167.0
2021-09-06,39.0,188.0,84.0,81.0,80.0,12.0,148.0,43.0,5.0,3.0,7.0,218.0,240.0,52.0,234.0
2021-09-07,29.0,196.0,117.0,112.0,74.0,14.0,201.0,60.0,11.0,13.0,8.0,232.0,236.0,67.0,275.0
2021-09-08,43.0,138.0,59.0,93.0,52.0,12.0,148.0,33.0,11.0,5.0,2.0,172.0,155.0,42.0,176.0
2021-09-09,21.0,120.0,60.0,47.0,35.0,8.0,166.0,38.0,8.0,2.0,9.0,147.0,158.0,36.0,181.0
2021-09-10,23.0,133.0,77.0,93.0,58.0,6.0,170.0,34.0,10.0,3.0,4.0,173.0,177.0,33.0,178.0
2021-09-11,40.0,142.0,68.0,62.0,52.0,8.0,155.0,30.0,11.0,8.0,6.0,178.0,196.0,36.0,156.0
2021-09-12,26.0,133.0,79.0,60.0,57.0,10.0,142.0,28.0,4.0,4.0,5.0,143.0,168.0,25.0,125.0
2021-09-13,27.0,122.0,69.0,83.0,42.0,10.0,152.0,35.0,3.0,3.0,2.0,180.0,141.0,28.0,171.0
2021-09-14,24.0,157.0,76.0,64.0,53.0,7.0,182.0,39.0,4.0,4.0,3.0,196.0,169.0,38.0,142.0
2021-09-15,38.0,130.0,67.0,52.0,63.0,11.0,145.0,39.0,7.0,3.0,7.0,208.0,181.0,50.0,189.0
2021-09-16,39.0,148.0,80.0,66.0,74.0,14.0,178.0,46.0,11.0,4.0,3.0,199.0,225.0,32.0,237.0
2021-09-17,23.0,129.0,64.0,52.0,36.0,9.0,140.0,31.0,8.0,4.0,3.0,181.0,172.0,27.0,153.0
2021-09-18,26.0,144.0,68.0,47.0,62.0,13.0,128.0,30.0,12.0,3.0,4.0,154.0,225.0,34.0,185.0
2021-09-19,35.0,116.0,62.0,68.0,54.0,8.0,159.0,33.0,3.0,3.0,7.0,161.0,208.0,46.0,169.0
2021-09-20,26.0,153.0,77.0,134.0,66.0,10.0,172.0,41.0,9.0,14.0,4.0,186.0,178.0,42.0,193.0
2021-09-21,36.0,154.0,78.0,110.0,56.0,15.0,171.0,32.0,7.0,5.0,3.0,189.0,200.0,46.0,207.0
2021-09-22,33.0,111.0,53.0,80.0,44.0,13.0,155.0,26.0,10.0,8.0,3.0,177.0,150.0,32.0,150.0
2021-09-23,28.0,146.0,73.0,48.0,63.0,13.0,205.0,44.0,8.0,2.0,6.0,199.0,200.0,44.0,216.0
2021-09-24,30.0,137.0,65.0,64.0,75.0,9.0,198.0,44.0,4.0,8.0,6.0,172.0,197.0,43.0,220.0
2021-09-25,22.0,120.0,59.0,60.0,56.0,9.0,178.0,31.0,9.0,3.0,5.0,153.0,179.0,28.0,161.0
2021-09-26,27.0,161.0,78.0,60.0,56.0,9.0,197.0,37.0,7.0,5.0,3.0,204.0,174.0,20.0,165.0
2021-09-27,30.0,175.0,79.0,66.0,59.0,10.0,169.0,38.0,6.0,0.0,4.0,193.0,208.0,34.0,225.0
2021-09-28,36.0,151.0,66.0,99.0,57.0,10.0,186.0,42.0,10.0,6.0,9.0,199.0,172.0,31.0,199.0
2021-09-29,36.0,154.0,68.0,73.0,56.0,11.0,178.0,34.0,11.0,5.0,2.0,201.0,204.0,25.0,190.0
2021-09-30,31.0,161.0,75.0,81.0,61.0,12.0,229.0,38.0,16.0,2.0,3.0,248.0,214.0,45.0,170.0
2021-10-01,32.0,146.0,105.0,68.0,64.0,11.0,232.0,52.0,11.0,3.0,5.0,286.0,176.0,64.0,203.0
2021-10-02,39.0,107.0,63.0,44.0,46.0,6.0,145.0,44.0,8.0,5.0,2.0,173.0,166.0,31.0,132.0
2021-10-03,41.0,134.0,69.0,50.0,49.0,5.0,154.0,31.0,6.0,2.0,2.0,157.0,161.0,38.0,130.0
2021-10-04,40.0,129.0,76.0,59.0,51.0,7.0,188.0,43.0,4.0,3.0,4.0,207.0,209.0,38.0,148.0
2021-10-05,47.0,175.0,107.0,81.0,68.0,8.0,261.0,46.0,12.0,2.0,6.0,272.0,234.0,54.0,231.0
2021-10-06,60.0,203.0,101.0,110.0,60.0,9.0,209.0,56.0,12.0,5.0,2.0,339.0,221.0,59.0,312.0
2021-10-07,41.0,140.0,76.0,51.0,65.0,13.0,178.0,46.0,9.0,1.0,4.0,231.0,170.0,44.0,178.0
2021-10-08,62.0,201.0,90.0,55.0,70.0,14.0,231.0,51.0,16.0,3.0,4.0,240.0,283.0,63.0,251.0
2021-10-09,45.0,163.0,81.0,51.0,52.0,6.0,219.0,36.0,10.0,2.0,3.0,187.0,223.0,41.0,191.0
2021-10-10,39.0,180.0,67.0,74.0,67.0,7.0,171.0,65.0,12.0,6.0,6.0,192.0,224.0,39.0,201.0
2021-10-11,73.0,184.0,125.0,122.0,93.0,20.0,268.0,55.0,6.0,5.0,8.0,342.0,313.0,84.0,308.0
2021-10-12,84.0,231.0,94.0,123.0,96.0,18.0,248.0,59.0,11.0,10.0,7.0,288.0,261.0,64.0,246.0
2021-10-13,42.0,170.0,76.0,83.0,46.0,15.0,219.0,54.0,14.0,6.0,5.0,262.0,228.0,57.0,242.0
2021-10-14,55.0,156.0,89.0,76.0,72.0,11.0,287.0,57.0,15.0,1.0,4.0,270.0,238.0,49.0,243.0
2021-10-15,96.0,231.0,144.0,108.0,77.0,9.0,388.0,74.0,9.0,4.0,11.0,436.0,285.0,87.0,388.0
2021-10-16,91.0,192.0,95.0,87.0,64.0,11.0,220.0,51.0,12.0,6.0,3.0,329.0,279.0,53.0,262.0
2021-10-17,75.0,173.0,85.0,117.0,68.0,17.0,234.0,47.0,11.0,2.0,6.0,267.0,241.0,45.0,203.0
2021-10-18,67.0,189.0,112.0,85.0,76.0,14.0,247.0,58.0,9.0,3.0,10.0,321.0,317.0,67.0,322.0
2021-10-19,69.0,245.0,151.0,89.0,80.0,9.0,339.0,79.0,15.0,7.0,6.0,349.0,339.0,85.0,433.0
2021-10-20,92.0,206.0,133.0,123.0,76.0,21.0,244.0,58.0,14.0,10.0,7.0,293.0,272.0,101.0,482.0
2021-10-21,67.0,202.0,94.0,107.0,77.0,10.0,238.0,51.0,10.0,8.0,6.0,297.0,222.0,63.0,252.0
2021-10-22,46.0,204.0,67.0,67.0,63.0,15.0,213.0,44.0,12.0,3.0,2.0,244.0,215.0,35.0,249.0
2021-10-23,40.0,199.0,74.0,84.0,69.0,8.0,228.0,43.0,7.0,5.0,2.0,211.0,222.0,48.0,231.0
2021-10-24,52.0,174.0,51.0,45.0,64.0,13.0,151.0,34.0,11.0,7.0,2.0,166.0,187.0,42.0,177.0
2021-10-25,45.0,149.0,71.0,61.0,54.0,11.0,167.0,37.0,10.0,3.0,2.0,206.0,219.0,48.0,192.0
2021-10-26,61.0,151.0,59.0,69.0,61.0,13.0,185.0,52.0,6.0,9.0,4.0,231.0,213.0,54.0,231.0
2021-10-27,59.0,163.0,76.0,108.0,56.0,8.0,148.0,55.0,7.0,6.0,7.0,181.0,170.0,54.0,204.0
2021-10-28,36.0,123.0,73.0,66.0,42.0,5.0,125.0,33.0,9.0,3.0,3.0,153.0,164.0,39.0,152.0
2021-10-29,41.0,126.0,50.0,61.0,55.0,8.0,106.0,29.0,14.0,4.0,4.0,145.0,188.0,44.0,172.0
2021-10-30,48.0,119.0,56.0,50.0,47.0,9.0,117.0,40.0,8.0,1.0,5.0,125.0,158.0,36.0,124.0
2021-10-31,46.0,143.0,69.0,57.0,59.0,8.0,112.0,43.0,6.0,3.0,4.0,169.0,177.0,69.0,175.0
2021-11-01,42.0,154.0,68.0,53.0,47.0,12.0,126.0,30.0,8.0,4.0,6.0,157.0,191.0,55.0,179.0
2021-11-02,36.0,128.0,62.0,44.0,41.0,5.0,130.0,22.0,5.0,1.0,10.0,145.0,169.0,40.0,150.0
2021-11-03,38.0,136.0,54.0,61.0,48.0,7.0,118.0,44.0,7.0,2.0,2.0,113.0,169.0,37.0,143.0
2021-11-04,35.0,140.0,43.0,86.0,53.0,11.0,142.0,34.0,7.0,5.0,4.0,182.0,190.0,34.0,126.0
2021-11-05,32.0,120.0,64.0,61.0,45.0,11.0,161.0,39.0,17.0,3.0,3.0,169.0,169.0,33.0,130.0
2021-11-06,33.0,136.0,70.0,84.0,40.0,12.0,175.0,37.0,8.0,1.0,1.0,165.0,152.0,48.0,193.0
2021-11-07,55.0,135.0,57.0,56.0,57.0,7.0,136.0,41.0,8.0,1.0,3.0,175.0,212.0,37.0,165.0
2021-11-08,46.0,153.0,79.0,68.0,65.0,12.0,163.0,26.0,4.0,5.0,5.0,210.0,195.0,49.0,268.0
2021-11-09,48.0,141.0,64.0,67.0,55.0,9.0,112.0,46.0,5.0,3.0,4.0,154.0,180.0,42.0,236.0
2021-11-10,50.0,149.0,64.0,53.0,59.0,11.0,1337.0,51.0,9.0,3.0,8.0,124.0,203.0,47.0,207.0
2021-11-11,46.0,151.0,51.0,68.0,56.0,6.0,129.0,49.0,4.0,2.0,5.0,137.0,195.0,47.0,194.0
2021-11-12,31.0,156.0,66.0,88.0,84.0,14.0,170.0,48.0,19.0,5.0,7.0,129.0,231.0,45.0,213.0
2021-11-13,31.0,176.0,63.0,74.0,77.0,11.0,152.0,43.0,14.0,6.0,3.0,151.0,242.0,38.0,193.0
2021-11-14,37.0,172.0,77.0,63.0,70.0,10.0,143.0,38.0,8.0,7.0,5.0,154.0,226.0,52.0,183.0
2021-11-15,44.0,195.0,62.0,53.0,54.0,11.0,128.0,38.0,14.0,5.0,5.0,158.0,220.0,33.0,186.0
2021-11-16,27.0,157.0,72.0,120.0,64.0,15.0,169.0,47.0,14.0,16.0,10.0,162.0,183.0,43.0,225.0
2021-11-17,34.0,177.0,72.0,102.0,60.0,10.0,138.0,50.0,14.0,6.0,8.0,140.0,192.0,36.0,195.0
2021-11-18,47.0,124.0,69.0,97.0,47.0,12.0,147.0,42.0,6.0,7.0,3.0,165.0,150.0,37.0,174.0
2021-11-19,32.0,146.0,79.0,103.0,62.0,18.0,151.0,35.0,13.0,14.0,5.0,167.0,198.0,50.0,221.0
2021-11-20,28.0,144.0,64.0,56.0,54.0,8.0,147.0,52.0,11.0,4.0,5.0,150.0,185.0,43.0,221.0
2021-11-21,44.0,129.0,61.0,55.0,42.0,7.0,189.0,30.0,5.0,3.0,3.0,181.0,208.0,38.0,176.0
2021-11-22,53.0,174.0,85.0,110.0,55.0,18.0,214.0,65.0,16.0,4.0,10.0,225.0,234.0,41.0,214.0
2021-11-23,30.0,150.0,57.0,91.0,55.0,10.0,154.0,30.0,8.0,5.0,5.0,153.0,187.0,42.0,178.0
2021-11-24,32.0,126.0,43.0,65.0,54.0,8.0,132.0,29.0,7.0,4.0,5.0,97.0,168.0,25.0,159.0
2021-11-25,30.0,126.0,59.0,46.0,55.0,8.0,96.0,27.0,11.0,1.0,3.0,107.0,164.0,50.0,148.0
2021-11-26,25.0,125.0,60.0,106.0,47.0,14.0,135.0,39.0,7.0,5.0,4.0,100.0,149.0,34.0,172.0
2021-11-27,34.0,145.0,58.0,57.0,54.0,12.0,162.0,41.0,10.0,6.0,4.0,139.0,159.0,31.0,154.0
2021-11-28,40.0,169.0,61.0,124.0,68.0,9.0,159.0,46.0,9.0,3.0,3.0,171.0,210.0,41.0,129.0
2021-11-29,28.0,128.0,59.0,69.0,55.0,4.0,154.0,27.0,5.0,6.0,3.0,182.0,188.0,33.0,177.0
2021-11-30,29.0,116.0,71.0,70.0,55.0,5.0,122.0,27.0,9.0,8.0,4.0,147.0,186.0,35.0,180.0
2021-12-01,37.0,155.0,67.0,65.0,53.0,15.0,162.0,44.0,9.0,5.0,5.0,158.0,194.0,33.0,176.0
2021-12-02,40.0,158.0,73.0,76.0,65.0,13.0,156.0,49.0,18.0,5.0,7.0,108.0,215.0,36.0,186.0
2021-12-03,31.0,132.0,64.0,64.0,57.0,11.0,146.0,34.0,9.0,5.0,12.0,98.0,177.0,31.0,171.0
2021-12-04,43.0,182.0,79.0,192.0,74.0,23.0,141.0,48.0,8.0,23.0,8.0,138.0,198.0,47.0,316.0
2021-12-05,29.0,154.0,58.0,129.0,76.0,12.0,157.0,57.0,12.0,8.0,7.0,112.0,238.0,43.0,219.0
2021-12-06,25.0,176.0,77.0,160.0,67.0,11.0,191.0,61.0,14.0,7.0,7.0,118.0,222.0,40.0,198.0
2021-12-07,23.0,162.0,67.0,95.0,55.0,11.0,173.0,40.0,6.0,7.0,4.0,122.0,182.0,46.0,205.0
2021-12-08,31.0,157.0,64.0,65.0,65.0,13.0,168.0,32.0,10.0,9.0,10.0,93.0,190.0,31.0,223.0
2021-12-09,32.0,181.0,71.0,115.0,63.0,10.0,165.0,42.0,8.0,5.0,6.0,138.0,264.0,34.0,200.0
2021-12-10,29.0,182.0,72.0,131.0,57.0,17.0,179.0,62.0,11.0,6.0,7.0,150.0,224.0,44.0,210.0
2021-12-11,38.0,184.0,76.0,147.0,60.0,10.0,160.0,45.0,12.0,1.0,9.0,134.0,196.0,41.0,204.0
2021-12-12,28.0,152.0,70.0,89.0,51.0,11.0,155.0,43.0,15.0,5.0,4.0,103.0,202.0,33.0,213.0
2021-12-13,28.0,176.0,59.0,107.0,54.0,8.0,153.0,40.0,4.0,15.0,6.0,122.0,175.0,36.0,198.0
2021-12-14,32.0,167.0,64.0,119.0,58.0,12.0,238.0,54.0,17.0,4.0,6.0,115.0,198.0,52.0,264.0
2021-12-15,26.0,146.0,55.0,90.0,58.0,9.0,209.0,40.0,5.0,4.0,6.0,107.0,158.0,39.0,204.0
2021-12-16,40.0,183.0,78.0,81.0,79.0,12.0,177.0,43.0,18.0,6.0,7.0,106.0,278.0,35.0,215.0
2021-12-17,37.0,172.0,62.0,121.0,83.0,11.0,157.0,52.0,10.0,5.0,8.0,111.0,225.0,34.0,188.0
2021-12-18,35.0,176.0,67.0,78.0,60.0,15.0,163.0,50.0,9.0,2.0,1.0,118.0,213.0,44.0,167.0
2021-12-19,30.0,167.0,60.0,68.0,54.0,12.0,168.0,42.0,6.0,3.0,4.0,100.0,206.0,43.0,170.0
2021-12-20,41.0,185.0,81.0,127.0,67.0,8.0,162.0,46.0,9.0,3.0,6.0,119.0,189.0,42.0,187.0
2021-12-21,24.0,136.0,85.0,61.0,60.0,9.0,194.0,27.0,9.0,7.0,5.0,107.0,189.0,39.0,210.0
2021-12-22,23.0,155.0,59.0,64.0,44.0,14.0,139.0,22.0,4.0,3.0,2.0,101.0,198.0,48.0,202.0
2021-12-23,36.0,162.0,63.0,65.0,59.0,13.0,144.0,42.0,6.0,2.0,5.0,128.0,224.0,47.0,182.0
2021-12-24,29.0,128.0,65.0,70.0,71.0,7.0,126.0,30.0,4.0,3.0,3.0,82.0,158.0,43.0,149.0
2021-12-25,24.0,154.0,81.0,47.0,61.0,8.0,127.0,32.0,9.0,5.0,5.0,112.0,221.0,48.0,188.0
